488063.08998657,3281331.85001465,403.95999146
488062.93001343,3281332.05002686,403.98001099
488060.98000122,3281336.16999146,403.91000366
488060.36998535,3281337.68000122,403.95999146
488059.93001343,3281338.13999268,403.92001343
488058.95000244,3281339.03000732,403.85000610
488057.83998657,3281341.21000000,403.88000488
488056.26000000,3281343.72000977,403.91000366
488055.30998779,3281347.84000488,403.80999756
488051.83000732,3281351.53000732,403.76998901
488050.93001343,3281352.98999878,403.69000244
488049.74001099,3281354.68000122,403.70001221
488048.99001099,3281356.44001099,403.69000244
488048.52998901,3281357.19001099,403.70001221
488047.46001221,3281359.29999634,403.73001099
488046.52998901,3281360.85999390,403.69000244
488046.11000610,3281361.54999634,403.64999390
488045.33000732,3281363.09000488,403.61999512
488044.46001221,3281364.34000488,403.63000488
488043.80000854,3281365.44999023,403.60998535
488042.80000854,3281366.72998901,403.61999512
488042.27998901,3281367.60001465,403.69000244
488041.86998535,3281368.48999878,403.64999390
488040.86998535,3281370.71000000,403.58999634
488039.77000977,3281372.73999878,403.61999512
488038.20000244,3281374.38001343,403.60998535
488037.74001099,3281375.06000610,403.60000610
488037.18001343,3281376.31998535,403.61999512
488037.11000610,3281376.54999634,403.61999512
488036.70000244,3281378.10999390,403.57000732
488035.11000610,3281380.96000000,403.52999878
488034.08998657,3281382.72998901,403.52999878
488033.96001221,3281383.13001343,403.52999878
488033.15001465,3281384.46000000,403.54000854
488033.02000977,3281384.72998901,403.51000977
488032.68001343,3281385.26999756,403.51998901
488032.02000977,3281386.66001221,403.48001099
488031.80000854,3281387.09000488,403.48001099
488031.33998657,3281387.78998657,403.51998901
488031.01000000,3281388.25000854,403.45999146
488030.26000000,3281389.12000366,403.55999756
488029.58000732,3281390.00998779,403.54000854
488029.43001343,3281390.25998779,403.52999878
488028.48000122,3281392.19001099,403.52999878
488028.33000732,3281392.50000854,403.54000854
488027.71001221,3281394.60999390,403.44000244
488025.99001099,3281397.53000732,403.42999268
488025.68001343,3281398.06998535,403.47000122
488024.52998901,3281400.15000244,403.39001465
488024.30998779,3281400.60999390,403.32000732
488023.33998657,3281401.81000610,403.44000244
488022.49001099,3281403.28000732,403.45999146
488021.40001465,3281405.25998779,403.38000488
488021.18001343,3281405.87000366,403.36999512
488020.71001221,3281406.71000000,403.36999512
488020.52998901,3281407.00998779,403.39999390
488019.71001221,3281408.35001465,403.41000366
488019.05998779,3281409.35999390,403.39999390
488018.40001465,3281410.85001465,403.33999634
488017.58000732,3281412.25998779,403.39001465
488017.11998535,3281412.75998779,403.42001343
488016.95000244,3281412.94001099,403.42001343
488015.61000610,3281415.23999878,403.45999146
488015.52998901,3281415.59000488,403.41000366
488015.42000366,3281416.00998779,403.45999146
488014.26000000,3281417.16999146,403.45999146
488013.52998901,3281418.47000977,403.42999268
488013.11000610,3281419.23999878,403.44000244
488012.14000488,3281421.21000000,403.42999268
488011.30998779,3281423.21000000,403.45001221
488010.93001343,3281424.04999634,403.42001343
488010.11998535,3281425.71000000,403.42999268
488008.33000732,3281428.32999512,403.52999878
488008.15001465,3281428.57999512,403.54998779
488007.05998779,3281431.29999634,403.52999878
488006.33998657,3281432.60001465,403.54000854
488005.83000732,3281434.19999023,403.47000122
488005.77998901,3281434.41999146,403.48999023
488005.49001099,3281434.66001221,403.45999146
488004.86998535,3281435.07999512,403.42999268
488003.52000977,3281436.63999268,403.48999023
488002.61000610,3281439.21000000,403.48999023
488002.42000366,3281439.53000732,403.51000977
488000.83000732,3281441.68000122,403.51998901
488000.18001343,3281443.12000366,403.48999023
487999.02998901,3281444.91999146,403.52999878
487997.36998535,3281447.60999390,403.52999878
487996.05000854,3281449.94001099,403.42999268
487995.46001221,3281451.94001099,403.33999634
487994.40001465,3281453.46000000,403.44000244
487993.86998535,3281454.94999023,403.45001221
487992.74001099,3281459.03000732,403.51998901
487992.96001221,3281460.47998901,403.45999146
487991.24001099,3281462.10999390,403.50000000
487988.11000610,3281465.22998901,403.42999268
487987.30998779,3281466.09000488,403.44000244
487986.61998535,3281467.15000244,403.48001099
487985.40001465,3281469.34000488,403.36999512
487985.36000610,3281469.41999146,403.38000488
487985.30000854,3281469.53998657,403.36999512
487985.17000366,3281469.78000732,403.36999512
487984.74001099,3281470.88001343,403.35000610
487984.61998535,3281471.00998779,403.32998657
487983.43001343,3281472.75998779,403.45001221
487982.36998535,3281474.50998779,403.47000122
487982.15001465,3281474.97998901,403.42001343
487981.86998535,3281475.35999390,403.42001343
487981.05000854,3281476.66001221,403.42001343
487979.55000854,3281479.31998535,403.45999146
487979.27998901,3281480.13001343,403.35000610
487978.86000610,3281480.91001221,403.42999268
487978.48000122,3281481.75000854,403.41000366
487976.77000977,3281483.94001099,403.51998901
487975.64000488,3281486.25998779,403.45001221
487974.77000977,3281487.85999390,403.45999146
487973.76000000,3281489.53000732,403.47000122
487973.30000854,3281490.56998535,403.38000488
487973.21001221,3281490.66999146,403.38000488
487972.02000977,3281491.88001343,403.50000000
